ID,Nombre,Región,Provincia,Comuna,Edad,Instrumentos,Link,Lugar específico,Instructores,Elenco, 
FOJI_A001,Camerata De Cuerdas Arcos De San Ignacio,Región de Ñuble,Provincia de Diguillín,San Ignacio,Juvenil - Infantil,,https://www.instagram.com/accounts/edit/?hl=es-la,"Región de Ñuble - Provincia de Diguillín - San Ignacio , San Ignacio, Sector Pueblo Seco",4,12, 
FOJI_A002,Camerata de Cuerdas Los Andes,Región de Valparaíso,Provincia de Los Andes,Los Andes,Juvenil - Infantil,, ,"Región de Valparaíso - Provincia de Los Andes - Los Andes , Valparaíso",,, 
FOJI_A003,Camerata del Maipo,Región Metropolitana,Provincia de Maipo,Paine,Juvenil,, ,"Región Metropolitana - Provincia de Maipo - Paine , Santiago",,, 
FOJI_A004,Camerata Osorno,Región de los Lagos,Provincia de Osorno,Osorno,Juvenil,Cuerdas, ,Región de los Lagos - Provincia de Osorno - Osorno, ,13, 
FOJI_A005,Colegio madre Cecilia Lazzeri,Región Metropolitana,Provincia de Santiago,La Cisterna,Juvenil - Infantil,"Cuerdas, Maderas, Percusión", ,"Región Metropolitana - Provincia de Santiago - La Cisterna , Santiago", , , 
FOJI_A006,Colegio Sagrada Familia,Región de Aisén del Gral. Carlos Ibáñez del Campo,Provincia de Aisén,Aisén,Infantil,, ,"Región de Aisén del Gral. Carlos Ibáñez del Campo - Provincia de Aisén - Aisén , Puerto Aysén",1,20, 
FOJI_A007,Ensamble de Cuerdas Frotadas de la Escuela Popular de Arte,Región de Valparaíso,Provincia de Valparaíso,Viña del Mar,Juvenil - Infantil,, ,"Región de Valparaíso - Provincia de Valparaíso - Viña del Mar , Viña de Mar", , , 
FOJI_A008,Ensamble de Viento y Percusión Los Andes,Región de Valparaíso,Provincia de Los Andes,Los Andes,Juvenil - Infantil,, ,"Región de Valparaíso - Provincia de Los Andes - Los Andes , Valparaíso", , , 
FOJI_A009,Ensamble de Viento y Percusión Til Til,Región Metropolitana,Provincia de Chacabuco,Tiltil,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Chacabuco - Tiltil , santiago", , , 
FOJI_A010,Ensamble escolar Gabriela Mistral,Región de Valparaíso,Provincia de Marga Marga,Quilpué,Infantil,, ,Región de Valparaíso - Provincia de Marga Marga - Quilpué, , , 
FOJI_A011,Ensamble Sinfónico del Liceo Bicentenario de Excelencia People Help People de Pullinque,Región de los Ríos,Provincia de Valdivia,Panguipulli,Juvenil - Infantil,, ,Región de los Ríos - Provincia de Valdivia - Panguipulli,4, , 
FOJI_A012,Ensemble UCSC,Región del Biobío,Provincia de Concepción,Concepción,Juvenil,"Cuerdas, Bronces, Percusión, latinoamericana", ,Región del Biobío - Provincia de Concepción - Concepción, , , 
FOJI_A013,Grupo Instrumental Infanto -Juvenil Scherzo De La Academia Tarapaca,Región de Tarapacá,Provincia de Iquique,Iquique,Juvenil - Infantil,, ,Región de Tarapacá - Provincia de Iquique - Iquique, , , 
FOJI_A014,Juan Pablo II escuela D 129 de antofagasta,Región de Antofagasta,Provincia de Antofagasta,Antofagasta,Juvenil,, ,"Región de Antofagasta - Provincia de Antofagasta - Antofagasta , antofagasta", , , 
FOJI_A015,Orquesta Patrimonial de Chonchi,Región de los Lagos,Provincia de Chiloé,Chonchi, Juvenil - Infantil,, ,Región de los Lagos - Provincia de Chiloé - Chonchi,4,25, 
FOJI_A016,Orquesta Academica Antofagasta,Región de Antofagasta,Provincia de Antofagasta,Antofagasta,Juvenil - Infantil,, ,"Región de Antofagasta - Provincia de Antofagasta - Antofagasta ,", , , 
FOJI_A017,Orquesta Accentus,Región Metropolitana,Provincia de Santiago,Providencia,Juvenil,"Cuerdas, Maderas, Bronces, Percusión", ,"Región Metropolitana - Provincia de Santiago - Providencia , Santiago", , , 
FOJI_A018,Orquesta Armonía Juvenil de Coronel,Región del Biobío,Provincia de Concepción,Coronel,Juvenil - Infantil,, ,"Región del Biobío - Provincia de Concepción - Coronel , Concepción",2,14, 
FOJI_A019,Orquesta Ayekafe,Región del Biobío,Provincia de Arauco,Arauco,Juvenil - Infantil,"Cuerdas, Percusión",https://www.instagram.com/orquesta.ayekafeoficial/,Región del Biobío - Provincia de Arauco - Arauco,1,, 
FOJI_A020,Orquesta Basica Latinoamericana Liceo de Música de Copiapó,Región de Atacama,Provincia de Copiapó,Copiapó,Juvenil,, , , , , 
FOJI_A021,Orquesta Borealis,Región Metropolitana,Provincia de Maipo,Buin,Juvenil - Infantil,, ,Región Metropolitana - Provincia de Maipo - Buin, , , 
FOJI_A022,Orquesta Cardenal Jose Maria Caro,Región Metropolitana,Provincia de Santiago,La Pintana,Juvenil - Infantil,,,"Región Metropolitana - Provincia de Santiago - La Pintana , Santiago",,33, 
FOJI_A023,Orquesta Clásica de Cabrero,Región del Biobío,Provincia de Biobío,Cabrero,Juvenil - Infantil,, ,"Región del Biobío - Provincia de Biobío - Cabrero , CABRERO", , , 
FOJI_A024,Orquesta Clásica Estudiantil de Curicó,Región del Maule,Provincia de Curicó,Curicó,Juvenil - Infantil,, ,Región del Maule - Provincia de Curicó - Curicó,2,20, 
FOJI_A025,Orquesta Clásica Juvenil de Laja,Región del Biobío,Provincia de Biobío,Laja,Juvenil,, ,Región del Biobío - Provincia de Biobío - Laja, , , 
FOJI_A026,Orquesta Clásica UCN,Región de Antofagasta,Provincia de Antofagasta,Antofagasta,Juvenil,, ,Región de Antofagasta - Provincia de Antofagasta - Antofagasta, , , 
FOJI_A027,Orquesta Colegio Altas Cumbres San Clemente,Región del Maule,Provincia de Talca,San Clemente,Infantil,, ,Región del Maule - Provincia de Talca - San Clemente,5,15, 
FOJI_A028,Orquesta Colegio Arturo Prat de Talagante,Región Metropolitana,Provincia de Talagante,Talagante,Juvenil - Infantil,, ,Región Metropolitana - Provincia de Talagante - Talagante,2,14, 
FOJI_A029,Orquesta Colegio Del Verbo Divino,Región Metropolitana,Provincia de Santiago,Las Condes,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Santiago - Las Condes , Santiago", , , 
FOJI_A030,Orquesta Colegio Domingo Santa Maria Puerto Montt,Región de los Lagos,Provincia de Llanquihue,Puerto Montt,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión", ,Región de los Lagos - Provincia de Llanquihue - Puerto Montt,8,44, 
FOJI_A031,Orquesta Colegio Germania del Verbo Divino,Región de los Lagos,Provincia de Llanquihue,Puerto Varas,Infantil,, ,Región de los Lagos - Provincia de Llanquihue - Puerto Varas,3,25, 
FOJI_A032,Orquesta Colegio Humberstone,Región de Tarapacá,Provincia de Iquique,Iquique,Juvenil - Infantil,, ,Región de Tarapacá - Provincia de Iquique - Iquique, , , 
FOJI_A033,Orquesta Colegio Leonardo Da Vinci De Las Condes,Región Metropolitana,Provincia de Santiago,Las Condes,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Santiago - Las Condes , Santiago", , , 
FOJI_A034,Orquesta Colegio Monte Olivo (OCMO),Región Metropolitana,Provincia Cordillera,Puente Alto,Juvenil - Infantil,"Cuerdas, Maderas, Percusión, Latinoamericana", ,"Región Metropolitana - Provincia Cordillera - Puente Alto , Santiago",9,26, 
FOJI_A035,Orquesta Colegio Sagrado Corazón de Jesús de San Carlos,Región de Ñuble,Provincia de Punilla,San Carlos,Juvenil - Infantil,"Cuerdas, Maderas, Bronces, Percusión","https://www.facebook.com/profile.php?id=100064960385650 , https://catastro.foji.cl/orquesta/453/_.ocsc https://www.youtube.com/channel/UCt1r41d0PzqE7E5At1YHfvg",Región de Ñuble - Provincia de Punilla - San Carlos,7,48, 
FOJI_A036,Orquesta Colegio Santa Teresita Coelemu,Región de Ñuble,Provincia de Itata,Coelemu,Juvenil - Infantil,,https://www.instagram.com/orquesta_cst/,Región de Ñuble - Provincia de Itata - Coelemu, , , 
FOJI_A037,Orquesta Comunal de Hualqui,Región del Biobío,Provincia de Concepción,Hualqui,Juvenil - Infantil,, ,"Región del Biobío - Provincia de Concepción - Hualqui , Concepción", ,40, 
FOJI_A038,Orquesta Cuerdas del Sur de Coronel,Región del Biobío,Provincia de Concepción,Coronel,Juvenil - Infantil,, ,Región del Biobío - Provincia de Concepción - Coronel,4,17, 
FOJI_A039,Orquesta Dafne Zapata Rozas,Región de Ñuble,Provincia de Diguillín,Pemuco,Juvenil - Infantil,, ,Región de Ñuble - Provincia de Diguillín - Pemuco, ,25, 
FOJI_A040,Orquesta de Alumnos UANDES,Región Metropolitana,Provincia de Santiago,Las Condes,Juvenil,"Cuerdas, Maderas", ,"Región Metropolitana - Provincia de Santiago - Las Condes , Santiago", ,23, 
FOJI_A041,Orquesta de Bajos de Mena,Región Metropolitana,Provincia Cordillera,Puente Alto,Juvenil,, ,"Región Metropolitana - Provincia Cordillera - Puente Alto , Santiago", , , 
FOJI_A042,Orquesta De Camara Colegio Manuel Jose Irarrazaval,Región Metropolitana,Provincia de Santiago,Santiago,Infantil,, ,Región Metropolitana - Provincia de Santiago - Santiago, , , 
FOJI_A043,Orquesta de Camara Colegio Nuestra Señora de Andacollo,Región de Coquimbo,Provincia de Elqui,La Serena,Infantil,"Maderas, Bronces, Percusión, Latinoamericana",https://www.facebook.com/Prisma.Cultural.Serena,Región de Coquimbo - Provincia de Elqui - La Serena, , , 
FOJI_A044,Orquesta de Camara de la Corporación Cultural de Osorno,Región de los Lagos,Provincia de Osorno,Osorno,Juvenil,, ,Región de los Lagos - Provincia de Osorno - Osorno,1,9, 
FOJI_A045,Orquesta De Camara Juvenil De Caldera,Región de Atacama,Provincia de Copiapó,Caldera,Juvenil,"Cuerdas, Maderas, Bronces, Percusión, Latinoamericana", ,Región de Atacama - Provincia de Copiapó - Caldera,5,17, 
FOJI_A046,Orquesta De Camara Liceo Artistico Armando Carrera F-60 Antofagasta,Región de Antofagasta,Provincia de Antofagasta,Antofagasta,Juvenil,," https://www.facebook.com/AldeadelEncuentro/ , https://www.youtube.com/channel/UCo_JtsuFAvXmzMPAtqMXImA , https://www.instagram.com/aldeaencuentro/",Región de Antofagasta - Provincia de Antofagasta - Antofagasta, , , 
FOJI_A047,Orquesta de Cuerdas Calambanda,Región de Antofagasta,Provincia de Antofagasta,Antofagasta,Juvenil - Infantil,, ,"Región de Antofagasta - Provincia de Antofagasta - Antofagasta , Calama",4,14, 
FOJI_A048,Orquesta de Cuerdas Carlos Trupp Wanner,Región del Maule,Provincia de Talca,Talca,Juvenil - Infantil,, ,Región del Maule - Provincia de Talca - Talca,4,21, 
FOJI_A049,Orquesta De Cuerdas Colegio Emprender Osorno,Región de los Lagos,Provincia de Osorno,Osorno,Juvenil - Infantil,Cuerdas,https://www.facebook.com/orquestas.educa,Región de los Lagos - Provincia de Osorno - Osorno,4, , 
FOJI_A050,Orquesta de Cuerdas Colegio Henri Cetty de Molina,Región del Maule,Provincia de Curicó,Molina,Infantil,, ,Región del Maule - Provincia de Curicó - Molina,4,48, 
FOJI_A051,Orquesta de Cuerdas Colegio KALEM,Región de Aisén del Gral. Carlos Ibáñez del Campo,Provincia de Aisén,Aisén,Juvenil,, ,"Región de Aisén del Gral. Carlos Ibáñez del Campo - Provincia de Aisén - Aisén , Puerto Aysen", , , 
FOJI_A052,ORQUESTA DE CUERDAS COLEGIO SAN JOSE,Región de los Lagos,Provincia de Osorno,Osorno,Juvenil - Infantil,, ,Región de los Lagos - Provincia de Osorno - Osorno,3,14, 
FOJI_A053,Orquesta de Cuerdas Corporación Municipal de Viña del Mar,Región de Valparaíso,Provincia de Valparaíso,Viña del Mar,Juvenil - Infantil,, ,"Región de Valparaíso - Provincia de Valparaíso - Viña del Mar , Valparaíso",4,18, 
FOJI_A054,Orquesta de Cuerdas deCrescendo,Región de Valparaíso,Provincia de Valparaíso,Valparaíso,Juvenil,, ,"Región de Valparaíso - Provincia de Valparaíso - Valparaíso , Valparaiso", , , 
FOJI_A055,Orquesta de Cuerdas del Colegio Panal,Región de Valparaíso,Provincia de Marga Marga,Quilpué,Juvenil - Infantil,Cuerdas,"https://www.youtube.com/@colegiopanalquilpue4800 , https://www.instagram.com/orquesta.panal/",Región de Valparaíso - Provincia de Marga Marga - Quilpué,3,13, 
FOJI_A056,Orquesta de cuerdas del Colegio Santa Maria De Ovalle,Región de Coquimbo,Provincia de Limarí,Ovalle,Juvenil - Infantil,, ,Región de Coquimbo - Provincia de Limarí - Ovalle,4,19, 
FOJI_A057,Orquesta de Cuerdas Frotadas Escuela de Arte y Cultura Osorno,Región de los Lagos,Provincia de Osorno,Osorno,Infantil,Cuerdas,https://www.facebook.com/pages/Escuela-De-Arte-Y-Cultura-Osorno/1549749698421679,Región de los Lagos - Provincia de Osorno - Osorno,2,20, 
FOJI_A058,Orquesta De Cuerdas Infantil - Juvenil De Catemu,Región de Valparaíso,Provincia de San Felipe de Aconcagua,Catemu,Juvenil - Infantil,, ,Región de Valparaíso - Provincia de San Felipe de Aconcagua - Catemu,1,17, 
FOJI_A059,Orquesta de Cuerdas Las Conchillas,Región de los Lagos,Provincia de Llanquihue,Maullín,Juvenil - Infantil,, ,Región de los Lagos - Provincia de Llanquihue - Maullín,3,16, 
FOJI_A060,Orquesta De Cuerdas Liceo Chiloe,Región Metropolitana,Provincia Cordillera,Puente Alto,Infantil,, ,"Región Metropolitana - Provincia Cordillera - Puente Alto , Santiago",4,20, 
FOJI_A061,Orquesta De Cuerdas Liceo El Principal,Región Metropolitana,Provincia Cordillera,Pirque,Juvenil - Infantil,, ,"Región Metropolitana - Provincia Cordillera - Pirque , santiago", , , 
FOJI_A062,Orquesta de Cuerdas Municipal de Chiguayante,Región del Biobío,Provincia de Concepción,Chiguayante,Juvenil - Infantil,, ,"Región del Biobío - Provincia de Concepción - Chiguayante ,",5,34, 
FOJI_A063,Orquesta de Cuerdas Scuola Italiana La Serena,Región de Coquimbo,Provincia de Elqui,La Serena,Juvenil - Infantil,, ,Región de Coquimbo - Provincia de Elqui - La Serena, , , 
FOJI_A064,Orquesta de Cámara C.E.I.A,Región de Aisén del Gral. Carlos Ibáñez del Campo,Provincia de Coyhaique,Coihaique,Juvenil,Cuerdas,https://www.facebook.com/programa.tocandosuenos.9,"Región de Aisén del Gral. Carlos Ibáñez del Campo - Provincia de Coyhaique - Coihaique , Coyhaique",1,16, 
FOJI_A065,Orquesta de Cámara Colegio Alta Cordillera,Región de Arica y Parinacota,Provincia de Arica,Arica,Infantil,, ,Región de Arica y Parinacota - Provincia de Arica - Arica,3,23, 
FOJI_A066,Orquesta de Cámara de Graneros,Región del Libertador Gral. Bernando OHiggins,Provincia de Cachapoal,Graneros,Juvenil,"Cuerdas, Percusión", ,Región del Libertador Gral. Bernando OHiggins - Provincia de Cachapoal - Graneros,5,12, 
FOJI_A067,Orquesta de Cámara de la Escuela Nueva España,Región de los Ríos,Provincia de Valdivia,Los Lagos,Infantil,, ,Región de los Ríos - Provincia de Valdivia - Los Lagos,7,90, 
FOJI_A068,Orquesta de cámara de niños de Guayacán,Región de Coquimbo,Provincia de Elqui,Coquimbo,Juvenil - Infantil,, ,Región de Coquimbo - Provincia de Elqui - Coquimbo,7,29, 
FOJI_A069,Orquesta de Cámara del Colegio Leonardo da Vinci de Coquimbo,Región de Coquimbo,Provincia de Elqui,Coquimbo,Infantil,, ,Región de Coquimbo - Provincia de Elqui - Coquimbo,9,37, 
FOJI_A070,Orquesta de Cámara Estudiantil de Victoria,Región de la Araucanía,Provincia de Malleco,Victoria,Juvenil - Infantil,Cuerdas, https://www.instagram.com/orquesta.demvictoria/,Región de la Araucanía - Provincia de Malleco - Victoria,3,22, 
FOJI_A071,Orquesta de Cámara Infantil de Curacaví,Región Metropolitana,Provincia de Melipilla,Curacaví,Infantil,Cuerdas,"https://www.facebook.com/Orquesta-de-C%C3%A1mara-Infantil-de-Curacav%C3%AD-103159685244126/ , https://www.youtube.com/channel/UChZz2IjkonB7EIZYklSsWmw","Región Metropolitana - Provincia de Melipilla - Curacaví , Santiango",3,20, 
FOJI_A072,Orquesta de Cámara Liceo de Niñas de Rancagua,Región del Libertador Gral. Bernando OHiggins,Provincia de Cachapoal,Rancagua,Juvenil - Infantil,Cuerdas, ,Región del Libertador Gral. Bernando OHiggins - Provincia de Cachapoal - Rancagua,3,15, 
FOJI_A073,Orquesta de cámara Nazaret de la Florida,Región Metropolitana,Provincia de Santiago,Santiago,Juvenil - Infantil,, ,"Región Metropolitana - Provincia de Santiago - Santiago , SANTIAGO",6,39, 
FOJI_A074,Orquesta de Cámara Sofía Millaray Rivera Peña,Región del Biobío,Provincia de Concepción,Florida,Juvenil - Infantil,"Cuerdas, Maderas, Percusión", ,"Región del Biobío - Provincia de Concepción - Florida , CONCEPCION",7,43, 
FOJI_A075,Orquesta de Cámara Valle de la Luna,Región de Aisén del Gral. Carlos Ibáñez del Campo,Provincia de Coyhaique,Coihaique,Infantil,, ,"Región de Aisén del Gral. Carlos Ibáñez del Campo - Provincia de Coyhaique - Coihaique , Villa Ñirehuao, Coyhaique",2,7, 
FOJI_A076,"Orquesta de Cámara, Escuela Luis Martinez Gonzalez, Huepil.",Región del Biobío,Provincia de Biobío,Tucapel,Juvenil - Infantil,Cuerdas, ,Región del Biobío - Provincia de Biobío - Tucapel,2, , 
FOJI_A077,Orquesta de la Escuela de Música y las Artes Toki Rapa Nui,Región de Valparaíso,Provincia de Isla de Pascua,Isla de Pascua,Juvenil - Infantil,, ,Región de Valparaíso - Provincia de Isla de Pascua - Isla de Pascua, , , 
FOJI_A078,Orquesta de la Facultad de Medicina de la Universidad de Chile,Región Metropolitana,Provincia de Santiago,Independencia,Juvenil,, ,"Región Metropolitana - Provincia de Santiago - Independencia , Santiago", , , 
